2025-11-15 21:39:40-0500: Running with following config:
logDir = analysis_logs
maxVisits = 500
nnCacheSizePowerOfTwo = 23
nnMaxBatchSize = 64
nnMutexPoolSizePowerOfTwo = 17
nnRandomize = true
numAnalysisThreads = 2
numSearchThreads = 16
reportAnalysisWinratesAs = BLACK

2025-11-15 21:39:40-0500: Analysis Engine starting...
2025-11-15 21:39:40-0500: KataGo v1.16.4
2025-11-15 21:39:40-0500: nnRandSeed0 = 6170813309730794166
2025-11-15 21:39:40-0500: After dedups: nnModelFile0 = ../../katago_repo/KataGo/cpp/tests/models/g170e-b10c128-s1141046784-d204142634.bin.gz useFP16 auto useNHWC auto
2025-11-15 21:39:40-0500: Initializing neural net buffer to be size 19 * 19 allowing smaller boards
2025-11-15 21:39:41-0500: Found OpenCL Platform 0: NVIDIA CUDA (NVIDIA Corporation) (OpenCL 3.0 CUDA 12.8.98)
2025-11-15 21:39:41-0500: Found 1 device(s) on platform 0 with type CPU or GPU or Accelerator
2025-11-15 21:39:41-0500: Found OpenCL Device 0: NVIDIA RTX 6000 Ada Generation (NVIDIA Corporation) (score 11000300)
2025-11-15 21:39:41-0500: Creating context for OpenCL Platform: NVIDIA CUDA (NVIDIA Corporation) (OpenCL 3.0 CUDA 12.8.98)
2025-11-15 21:39:42-0500: Using OpenCL Device 0: NVIDIA RTX 6000 Ada Generation (NVIDIA Corporation) OpenCL 3.0 CUDA (Extensions: cl_khr_global_int32_base_atomics cl_khr_global_int32_extended_atomics cl_khr_local_int32_base_atomics cl_khr_local_int32_extended_atomics cl_khr_fp64 cl_khr_3d_image_writes cl_khr_byte_addressable_store cl_khr_icd cl_khr_gl_sharing cl_nv_compiler_options cl_nv_device_attribute_query cl_nv_pragma_unroll cl_nv_copy_opts cl_khr_gl_event cl_nv_create_buffer cl_khr_int64_base_atomics cl_khr_int64_extended_atomics cl_nv_kernel_attribute cl_khr_device_uuid cl_khr_pci_bus_info cl_khr_external_semaphore cl_khr_external_memory cl_khr_external_semaphore_opaque_fd cl_khr_external_memory_opaque_fd cl_khr_semaphore)
2025-11-15 21:39:42-0500: Loaded tuning parameters from: /thayerfs/home/f004h1v/.katago/opencltuning/tune11_gpuNVIDIARTX6000AdaGeneration_x19_y19_c128_mv8.txt
2025-11-15 21:39:43-0500: OpenCL backend thread 0: Model version 8
2025-11-15 21:39:43-0500: OpenCL backend thread 0: Model name: g170-b10c128-s1141046784-d204142634
2025-11-15 21:39:43-0500: OpenCL backend thread 0: FP16Storage true FP16Compute false FP16TensorCores true FP16TensorCoresFor1x1 false
2025-11-15 21:39:43-0500: Loaded config ../../katago_repo/KataGo/cpp/configs/analysis_example.cfg
2025-11-15 21:39:43-0500: Loaded model ../../katago_repo/KataGo/cpp/tests/models/g170e-b10c128-s1141046784-d204142634.bin.gz
2025-11-15 21:39:43-0500: Analyzing up to 2 positions at a time in parallel
2025-11-15 21:39:43-0500: Started, ready to begin handling requests
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_744"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_745"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_746"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_747"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_748"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_749"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_750"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_751"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_752"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_753"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_754"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_755"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_756"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_757"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_758"}
2025-11-15 21:47:41-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_759"}
2025-11-15 21:47:42-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_761"}
2025-11-15 21:47:42-0500: Error: {"error":"Illegal move 223: C5","field":"moves","id":"query_762"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_924"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_925"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_926"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_927"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_928"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_929"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_930"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_931"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_932"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_933"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_934"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_935"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_936"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_937"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_938"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_939"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_940"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_941"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_942"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_943"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_944"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_945"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_946"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_947"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_948"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_949"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_950"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_951"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_952"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_953"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_954"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_955"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_956"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_957"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_958"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_959"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_960"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_961"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_962"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_963"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_964"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_965"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_966"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_967"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_968"}
2025-11-15 21:50:49-0500: Error: {"error":"Could not parse board location: C17","field":"moves","id":"query_969"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1308"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1309"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1310"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1311"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1312"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1313"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1314"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1315"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1316"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1317"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1318"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1319"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1320"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1321"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1322"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1323"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1324"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1325"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1326"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1327"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1328"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1329"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1330"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1331"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1332"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1333"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1334"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1335"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1336"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1337"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1338"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1339"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1340"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1341"}
2025-11-15 21:58:53-0500: Error: {"error":"Could not parse board location: D11","field":"moves","id":"query_1342"}
2025-11-15 22:01:27-0500: Error: {"error":"Illegal move 144: E5","field":"moves","id":"query_1436"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1484"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1485"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1486"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1487"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1488"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1489"}
2025-11-15 22:02:49-0500: Error: {"error":"Illegal move 100: C5","field":"moves","id":"query_1490"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1732"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1733"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1734"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1735"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1736"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1737"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1738"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1739"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1740"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1741"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1742"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1743"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1744"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1745"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1746"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1747"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1748"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1749"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1750"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1751"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1752"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1753"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1754"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1755"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1756"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1757"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1758"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1759"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1760"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1761"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1762"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1763"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1764"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1765"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1766"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1767"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1768"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1769"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1770"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1771"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1772"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1773"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1774"}
2025-11-15 22:10:22-0500: Error: {"error":"Could not parse board location: N14","field":"moves","id":"query_1775"}
